linha,descricao,agencia,sequencia,shape_id,latitude,longitude
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,27,17362457,"-22.955","-43.1776"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,28,17362457,"-22.9548","-43.1775"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,29,17362457,"-22.9547","-43.1775"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,30,17362457,"-22.9546","-43.1774"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,31,17362457,"-22.9544","-43.1773"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,32,17362457,"-22.9544","-43.1773"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,33,17362457,"-22.953","-43.1763"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,34,17362457,"-22.953","-43.1763"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,35,17362457,"-22.9522","-43.1757"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,36,17362457,"-22.9522","-43.1757"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,37,17362457,"-22.9518","-43.1754"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,38,17362457,"-22.9518","-43.1754"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,39,17362457,"-22.9516","-43.1753"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,40,17362457,"-22.9516","-43.1753"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,41,17362457,"-22.9515","-43.1753"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,42,17362457,"-22.9515","-43.1752"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,43,17362457,"-22.9513","-43.1753"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,44,17362457,"-22.9513","-43.1753"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,45,17362457,"-22.9512","-43.1753"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,46,17362457,"-22.9511","-43.1754"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,47,17362457,"-22.9511","-43.1754"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,48,17362457,"-22.951","-43.1755"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,49,17362457,"-22.9509","-43.1757"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,50,17362457,"-22.9506","-43.1761"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,51,17362457,"-22.9506","-43.1761"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,52,17362457,"-22.9505","-43.1764"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,53,17362457,"-22.9504","-43.1766"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,54,17362457,"-22.9502","-43.1769"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,55,17362457,"-22.9502","-43.1769"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,56,17362457,"-22.9497","-43.1778"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,57,17362457,"-22.9495","-43.1783"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,58,17362457,"-22.9495","-43.1784"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,59,17362457,"-22.9495","-43.1784"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,60,17362457,"-22.9494","-43.1786"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,61,17362457,"-22.9494","-43.1788"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,62,17362457,"-22.9494","-43.1793"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,63,17362457,"-22.9494","-43.1795"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,64,17362457,"-22.9494","-43.1795"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,65,17362457,"-22.9494","-43.1797"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,66,17362457,"-22.9494","-43.1799"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,67,17362457,"-22.9493","-43.1801"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,68,17362457,"-22.9493","-43.1802"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,69,17362457,"-22.9492","-43.1804"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,70,17362457,"-22.9491","-43.1805"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,71,17362457,"-22.949","-43.1806"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,72,17362457,"-22.9489","-43.1807"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,73,17362457,"-22.9488","-43.1807"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,74,17362457,"-22.9488","-43.1807"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,75,17362457,"-22.9483","-43.1811"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,76,17362457,"-22.9481","-43.1813"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,77,17362457,"-22.9478","-43.1815"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,78,17362457,"-22.9475","-43.1816"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,79,17362457,"-22.9472","-43.1816"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,80,17362457,"-22.9464","-43.1817"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,81,17362457,"-22.9459","-43.1817"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,82,17362457,"-22.9455","-43.1816"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,83,17362457,"-22.9454","-43.1816"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,84,17362457,"-22.9449","-43.1814"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,85,17362457,"-22.9445","-43.1812"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,86,17362457,"-22.944","-43.1809"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,87,17362457,"-22.9436","-43.1806"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,88,17362457,"-22.9435","-43.1805"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,89,17362457,"-22.9435","-43.1805"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,90,17362457,"-22.9432","-43.1802"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,91,17362457,"-22.9429","-43.1798"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,92,17362457,"-22.9428","-43.1796"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,93,17362457,"-22.9427","-43.1795"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,94,17362457,"-22.9426","-43.1793"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,95,17362457,"-22.9425","-43.1792"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,96,17362457,"-22.9425","-43.179"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,97,17362457,"-22.9425","-43.1789"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,98,17362457,"-22.9425","-43.1787"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,99,17362457,"-22.9425","-43.1786"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,100,17362457,"-22.9425","-43.1784"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,101,17362457,"-22.9425","-43.1783"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,102,17362457,"-22.9426","-43.1782"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,103,17362457,"-22.9427","-43.1779"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,104,17362457,"-22.9429","-43.1776"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,105,17362457,"-22.9429","-43.1776"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,106,17362457,"-22.9431","-43.1773"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,107,17362457,"-22.9437","-43.1763"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,108,17362457,"-22.9438","-43.176"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,109,17362457,"-22.944","-43.1757"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,110,17362457,"-22.944","-43.1754"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,111,17362457,"-22.944","-43.1749"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,112,17362457,"-22.9439","-43.1744"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,113,17362457,"-22.9438","-43.174"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,114,17362457,"-22.9436","-43.1738"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,115,17362457,"-22.9434","-43.1734"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,116,17362457,"-22.9431","-43.173"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,117,17362457,"-22.9427","-43.1726"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,118,17362457,"-22.9421","-43.1718"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,119,17362457,"-22.9418","-43.1714"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,120,17362457,"-22.9414","-43.171"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,121,17362457,"-22.9411","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,122,17362457,"-22.9409","-43.1706"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,123,17362457,"-22.9406","-43.1704"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,124,17362457,"-22.9404","-43.1703"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,125,17362457,"-22.9402","-43.1702"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,126,17362457,"-22.9399","-43.1702"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,127,17362457,"-22.9398","-43.1701"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,128,17362457,"-22.9394","-43.1701"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,129,17362457,"-22.9394","-43.1701"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,130,17362457,"-22.9392","-43.1701"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,131,17362457,"-22.939","-43.1701"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,132,17362457,"-22.9388","-43.1702"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,133,17362457,"-22.9386","-43.1702"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,134,17362457,"-22.9383","-43.1703"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,135,17362457,"-22.9383","-43.1703"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,136,17362457,"-22.9383","-43.1703"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,137,17362457,"-22.938","-43.1705"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,138,17362457,"-22.9379","-43.1706"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,139,17362457,"-22.9377","-43.1707"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,140,17362457,"-22.9375","-43.1709"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,141,17362457,"-22.9374","-43.1709"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,142,17362457,"-22.9371","-43.1713"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,143,17362457,"-22.9366","-43.1721"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,144,17362457,"-22.9364","-43.1724"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,145,17362457,"-22.9363","-43.1726"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,146,17362457,"-22.9363","-43.1726"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,147,17362457,"-22.9361","-43.1728"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,148,17362457,"-22.9359","-43.1729"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,149,17362457,"-22.9357","-43.173"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,150,17362457,"-22.9356","-43.1731"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,151,17362457,"-22.9354","-43.1732"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,152,17362457,"-22.935","-43.1733"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,153,17362457,"-22.935","-43.1733"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,154,17362457,"-22.9347","-43.1734"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,155,17362457,"-22.9345","-43.1735"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,156,17362457,"-22.9342","-43.1735"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,157,17362457,"-22.9338","-43.1736"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,158,17362457,"-22.9336","-43.1736"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,159,17362457,"-22.9332","-43.1736"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,160,17362457,"-22.9327","-43.1735"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,161,17362457,"-22.9326","-43.1735"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,162,17362457,"-22.9322","-43.1734"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,163,17362457,"-22.93","-43.1727"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,164,17362457,"-22.9269","-43.1718"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,165,17362457,"-22.924","-43.1709"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,166,17362457,"-22.9237","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,167,17362457,"-22.9234","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,168,17362457,"-22.9233","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,169,17362457,"-22.9233","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,170,17362457,"-22.9233","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,171,17362457,"-22.9233","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,172,17362457,"-22.923","-43.1707"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,173,17362457,"-22.9228","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,174,17362457,"-22.9226","-43.1708"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,175,17362457,"-22.9221","-43.1709"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,176,17362457,"-22.922","-43.1709"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,177,17362457,"-22.9218","-43.171"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,178,17362457,"-22.9216","-43.1711"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,179,17362457,"-22.9213","-43.1712"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,180,17362457,"-22.9212","-43.1714"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,181,17362457,"-22.921","-43.1715"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,182,17362457,"-22.921","-43.1715"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,183,17362457,"-22.9206","-43.1718"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,184,17362457,"-22.9206","-43.1718"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,185,17362457,"-22.9197","-43.173"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,186,17362457,"-22.9193","-43.1736"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,187,17362457,"-22.9189","-43.174"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,188,17362457,"-22.9189","-43.174"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,189,17362457,"-22.9188","-43.1742"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,190,17362457,"-22.9186","-43.1743"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,191,17362457,"-22.9183","-43.1745"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,192,17362457,"-22.9182","-43.1745"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,193,17362457,"-22.918","-43.1746"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,194,17362457,"-22.918","-43.1746"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,195,17362457,"-22.9179","-43.1747"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,196,17362457,"-22.9175","-43.1748"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,197,17362457,"-22.9175","-43.1748"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,198,17362457,"-22.9173","-43.1748"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,199,17362457,"-22.9168","-43.1748"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,200,17362457,"-22.9165","-43.1748"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,201,17362457,"-22.916","-43.1747"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,202,17362457,"-22.9155","-43.1746"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,203,17362457,"-22.915","-43.1744"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,204,17362457,"-22.915","-43.1744"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,205,17362457,"-22.9145","-43.1742"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,206,17362457,"-22.9145","-43.1742"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,207,17362457,"-22.9143","-43.1741"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,208,17362457,"-22.9143","-43.1741"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,209,17362457,"-22.9141","-43.174"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,210,17362457,"-22.914","-43.1739"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,211,17362457,"-22.914","-43.1739"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,212,17362457,"-22.9138","-43.1737"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,213,17362457,"-22.9137","-43.1736"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,214,17362457,"-22.9137","-43.1736"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,215,17362457,"-22.9132","-43.1731"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,216,17362457,"-22.9132","-43.1731"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,217,17362457,"-22.913","-43.1729"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,218,17362457,"-22.9126","-43.1725"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,219,17362457,"-22.9124","-43.1723"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,220,17362457,"-22.9123","-43.1721"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,221,17362457,"-22.9121","-43.1719"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,222,17362457,"-22.9121","-43.1717"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,223,17362457,"-22.912","-43.1714"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,224,17362457,"-22.9119","-43.1712"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,225,17362457,"-22.9119","-43.1712"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,226,17362457,"-22.9119","-43.171"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,227,17362457,"-22.9119","-43.171"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,228,17362457,"-22.9118","-43.1704"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,229,17362457,"-22.9117","-43.1699"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,230,17362457,"-22.9117","-43.1697"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,231,17362457,"-22.9117","-43.1695"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,232,17362457,"-22.9117","-43.1695"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,233,17362457,"-22.9116","-43.1694"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,234,17362457,"-22.9116","-43.1693"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,235,17362457,"-22.9115","-43.1692"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,236,17362457,"-22.9115","-43.1691"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,237,17362457,"-22.9115","-43.1691"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,238,17362457,"-22.9114","-43.1689"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,239,17362457,"-22.9114","-43.1689"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,240,17362457,"-22.9112","-43.1687"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,241,17362457,"-22.911","-43.1686"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,242,17362457,"-22.9108","-43.1685"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,243,17362457,"-22.9107","-43.1684"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,244,17362457,"-22.9105","-43.1683"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,245,17362457,"-22.9104","-43.1683"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,246,17362457,"-22.9102","-43.1682"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,247,17362457,"-22.91","-43.1682"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,248,17362457,"-22.91","-43.1682"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,249,17362457,"-22.9079","-43.1684"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,250,17362457,"-22.9066","-43.1684"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,251,17362457,"-22.9066","-43.1684"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,252,17362457,"-22.9063","-43.1684"
475,475-MEIER X PRADO JUNIOR - CIRCULAR,Fetranspor,253,17362457,"-22.9061","-43.1684"
