linha,descricao,agencia,sequencia,shape_id,latitude,longitude
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,43,17364694,"-22.8735","-43.3356"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,44,17364694,"-22.8735","-43.3356"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,45,17364694,"-22.8743","-43.3352"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,46,17364694,"-22.8743","-43.3352"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,47,17364694,"-22.8744","-43.3351"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,48,17364694,"-22.8745","-43.335"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,49,17364694,"-22.8747","-43.3349"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,50,17364694,"-22.8749","-43.3349"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,51,17364694,"-22.8751","-43.3348"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,52,17364694,"-22.8753","-43.3348"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,53,17364694,"-22.8756","-43.3348"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,54,17364694,"-22.8758","-43.3349"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,55,17364694,"-22.8761","-43.335"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,56,17364694,"-22.8765","-43.3352"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,57,17364694,"-22.8773","-43.3358"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,58,17364694,"-22.8773","-43.3358"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,59,17364694,"-22.8786","-43.3367"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,60,17364694,"-22.8786","-43.3367"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,61,17364694,"-22.8788","-43.3369"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,62,17364694,"-22.8788","-43.337"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,63,17364694,"-22.8788","-43.337"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,64,17364694,"-22.8788","-43.3371"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,65,17364694,"-22.8788","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,66,17364694,"-22.8787","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,67,17364694,"-22.8787","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,68,17364694,"-22.8785","-43.3373"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,69,17364694,"-22.8785","-43.3373"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,70,17364694,"-22.8785","-43.3373"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,71,17364694,"-22.8785","-43.3373"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,72,17364694,"-22.8779","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,73,17364694,"-22.8779","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,74,17364694,"-22.8775","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,75,17364694,"-22.8775","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,76,17364694,"-22.8774","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,77,17364694,"-22.8772","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,78,17364694,"-22.8772","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,79,17364694,"-22.8771","-43.3372"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,80,17364694,"-22.877","-43.3373"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,81,17364694,"-22.877","-43.3373"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,82,17364694,"-22.8768","-43.3377"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,83,17364694,"-22.8766","-43.338"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,84,17364694,"-22.8766","-43.338"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,85,17364694,"-22.876","-43.339"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,86,17364694,"-22.876","-43.339"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,87,17364694,"-22.8771","-43.3401"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,88,17364694,"-22.8771","-43.3401"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,89,17364694,"-22.8776","-43.3406"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,90,17364694,"-22.8777","-43.3407"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,91,17364694,"-22.8778","-43.3408"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,92,17364694,"-22.8781","-43.3409"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,93,17364694,"-22.8781","-43.3409"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,94,17364694,"-22.8784","-43.341"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,95,17364694,"-22.8784","-43.341"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,96,17364694,"-22.8791","-43.3414"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,97,17364694,"-22.8791","-43.3414"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,98,17364694,"-22.8793","-43.3416"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,99,17364694,"-22.8794","-43.3417"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,100,17364694,"-22.8795","-43.3418"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,101,17364694,"-22.8797","-43.3418"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,102,17364694,"-22.8799","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,103,17364694,"-22.8799","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,104,17364694,"-22.88","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,105,17364694,"-22.8801","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,106,17364694,"-22.8801","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,107,17364694,"-22.8806","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,108,17364694,"-22.8806","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,109,17364694,"-22.8808","-43.3419"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,110,17364694,"-22.8825","-43.3422"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,111,17364694,"-22.8827","-43.3422"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,112,17364694,"-22.8827","-43.3422"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,113,17364694,"-22.8829","-43.3423"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,114,17364694,"-22.8831","-43.3425"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,115,17364694,"-22.8833","-43.3426"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,116,17364694,"-22.8834","-43.3426"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,117,17364694,"-22.8834","-43.3426"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,118,17364694,"-22.8839","-43.3428"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,119,17364694,"-22.8849","-43.3431"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,120,17364694,"-22.8852","-43.3432"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,121,17364694,"-22.8852","-43.3432"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,122,17364694,"-22.8852","-43.3432"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,123,17364694,"-22.8854","-43.3434"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,124,17364694,"-22.8857","-43.3437"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,125,17364694,"-22.8857","-43.3437"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,126,17364694,"-22.8872","-43.345"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,127,17364694,"-22.8872","-43.345"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,128,17364694,"-22.8888","-43.3462"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,129,17364694,"-22.8888","-43.3462"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,130,17364694,"-22.8895","-43.3466"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,131,17364694,"-22.8901","-43.347"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,132,17364694,"-22.8901","-43.347"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,133,17364694,"-22.891","-43.3476"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,134,17364694,"-22.8913","-43.3477"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,135,17364694,"-22.8913","-43.3477"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,136,17364694,"-22.8922","-43.3483"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,137,17364694,"-22.8922","-43.3483"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,138,17364694,"-22.893","-43.3488"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,139,17364694,"-22.893","-43.3488"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,140,17364694,"-22.8931","-43.3488"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,141,17364694,"-22.8933","-43.3489"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,142,17364694,"-22.8933","-43.3489"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,143,17364694,"-22.8939","-43.3492"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,144,17364694,"-22.8939","-43.3492"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,145,17364694,"-22.8943","-43.3494"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,146,17364694,"-22.8944","-43.3495"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,147,17364694,"-22.8944","-43.3495"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,148,17364694,"-22.8945","-43.3496"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,149,17364694,"-22.8946","-43.3496"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,150,17364694,"-22.8949","-43.3499"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,151,17364694,"-22.895","-43.35"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,152,17364694,"-22.895","-43.35"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,153,17364694,"-22.8953","-43.3501"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,154,17364694,"-22.8954","-43.3502"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,155,17364694,"-22.8967","-43.3513"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,156,17364694,"-22.897","-43.3516"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,157,17364694,"-22.897","-43.3516"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,158,17364694,"-22.8971","-43.3518"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,159,17364694,"-22.8974","-43.352"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,160,17364694,"-22.8981","-43.3526"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,161,17364694,"-22.8983","-43.3528"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,162,17364694,"-22.8983","-43.3528"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,163,17364694,"-22.8992","-43.3534"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,164,17364694,"-22.8992","-43.3534"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,165,17364694,"-22.9003","-43.3541"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,166,17364694,"-22.9003","-43.3541"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,167,17364694,"-22.9006","-43.3543"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,168,17364694,"-22.9006","-43.3543"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,169,17364694,"-22.9009","-43.3546"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,170,17364694,"-22.9009","-43.3546"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,171,17364694,"-22.9021","-43.3553"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,172,17364694,"-22.9021","-43.3553"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,173,17364694,"-22.9026","-43.3557"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,174,17364694,"-22.9035","-43.3563"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,175,17364694,"-22.9036","-43.3565"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,176,17364694,"-22.9039","-43.3566"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,177,17364694,"-22.904","-43.3567"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,178,17364694,"-22.9044","-43.3569"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,179,17364694,"-22.9044","-43.3569"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,180,17364694,"-22.9048","-43.3572"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,181,17364694,"-22.9051","-43.3573"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,182,17364694,"-22.9062","-43.3576"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,183,17364694,"-22.9069","-43.3579"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,184,17364694,"-22.9073","-43.358"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,185,17364694,"-22.9075","-43.3581"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,186,17364694,"-22.9076","-43.3581"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,187,17364694,"-22.9077","-43.3582"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,188,17364694,"-22.9082","-43.3586"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,189,17364694,"-22.9085","-43.3588"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,190,17364694,"-22.9088","-43.3591"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,191,17364694,"-22.9088","-43.3591"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,192,17364694,"-22.9089","-43.3592"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,193,17364694,"-22.9091","-43.3594"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,194,17364694,"-22.9092","-43.3595"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,195,17364694,"-22.9093","-43.3596"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,196,17364694,"-22.9093","-43.3596"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,197,17364694,"-22.9099","-43.3599"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,198,17364694,"-22.9104","-43.3602"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,199,17364694,"-22.9106","-43.3603"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,200,17364694,"-22.9107","-43.3603"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,201,17364694,"-22.911","-43.3603"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,202,17364694,"-22.9118","-43.3604"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,203,17364694,"-22.9121","-43.3605"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,204,17364694,"-22.9125","-43.3605"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,205,17364694,"-22.9125","-43.3605"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,206,17364694,"-22.9132","-43.3605"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,207,17364694,"-22.9134","-43.3605"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,208,17364694,"-22.9137","-43.3605"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,209,17364694,"-22.9142","-43.3606"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,210,17364694,"-22.9143","-43.3607"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,211,17364694,"-22.9144","-43.3607"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,212,17364694,"-22.9146","-43.3609"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,213,17364694,"-22.9147","-43.3611"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,214,17364694,"-22.9147","-43.3611"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,215,17364694,"-22.9148","-43.3612"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,216,17364694,"-22.9156","-43.3618"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,217,17364694,"-22.9156","-43.3618"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,218,17364694,"-22.916","-43.3621"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,219,17364694,"-22.9161","-43.3622"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,220,17364694,"-22.9162","-43.3622"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,221,17364694,"-22.9162","-43.3622"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,222,17364694,"-22.9163","-43.3622"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,223,17364694,"-22.9164","-43.3621"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,224,17364694,"-22.9164","-43.362"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,225,17364694,"-22.9164","-43.362"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,226,17364694,"-22.9164","-43.362"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,227,17364694,"-22.9165","-43.3618"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,228,17364694,"-22.9165","-43.3618"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,229,17364694,"-22.9165","-43.3617"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,230,17364694,"-22.9165","-43.3617"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,231,17364694,"-22.9166","-43.3617"
734,734-RIO DAS PEDRAS X MADUREIRA - CIRCULAR,Fetranspor,232,17364694,"-22.9166","-43.3616"
